0.00000  , 0.45541  , 0.00000  , 0.00000  , 0.45541  , 0.00000  , -0.04641 , 0.41114  , -0.17885 , -0.09660 , 0.39184  , -0.39741 , -0.10714 , 0.39538  , -0.53697 , -0.08847 , 0.35563  , -0.70119 , -0.13274 , 0.36341  , -0.35966 , -0.18690 , 0.31922  , -0.39856 , -0.20873 , 0.22660  , -0.28003 , -0.12665 , 0.10794  , -0.38427 , -0.09094 , 0.06599  , -0.33791 , -0.04890 , 0.36158  , -0.37874 , -0.01448 , 0.30630  , -0.42524 , 0.03520  , 0.21816  , -0.31180 , -0.04796 , 0.07071  , -0.36680 , -0.08205 , 0.02433  , -0.41006 , -0.04432 , 0.37170  , 0.05272  , -0.09902 , 0.27935  , -0.06594 , -0.05748 , 0.13539  , 0.03381  , -0.05670 , 0.03413  , -0.00372 , 0.05122  , 0.37775  , 0.05565  , 0.04344  , 0.24965  , -0.03990 , 0.02760  , 0.12117  , 0.08517  , 0.00237  , 0.01621  , 0.08827  , -0.00130 , 0.44321  , 0.06765  , 0.02239  , 0.35503  , 0.14551  , 0.04709  , 0.26901  , 0.22546  
-0.00347 , 0.45690  , -0.01949 , -0.00347 , 0.45690  , -0.01949 , -0.05003 , 0.40915  , -0.19740 , -0.10038 , 0.39202  , -0.41610 , -0.10926 , 0.39473  , -0.55580 , -0.09030 , 0.35579  , -0.72019 , -0.13605 , 0.36261  , -0.37866 , -0.18949 , 0.32012  , -0.42037 , -0.20918 , 0.21389  , -0.31346 , -0.12826 , 0.12182  , -0.44253 , -0.09765 , 0.06590  , -0.40908 , -0.05224 , 0.36217  , -0.39792 , -0.01650 , 0.30560  , -0.44178 , 0.03482  , 0.22342  , -0.32467 , -0.04770 , 0.07191  , -0.36848 , -0.08403 , 0.02520  , -0.40949 , -0.04770 , 0.37336  , 0.03357  , -0.10177 , 0.28377  , -0.08746 , -0.06405 , 0.12568  , -0.01010 , -0.06331 , 0.02837  , -0.05695 , 0.04769  , 0.38067  , 0.03816  , 0.04253  , 0.24767  , -0.05064 , 0.02753  , 0.12416  , 0.07944  , 0.00372  , 0.01918  , 0.08822  , -0.00586 , 0.44561  , 0.04828  , 0.01755  , 0.35794  , 0.12681  , 0.04128  , 0.27192  , 0.20705  
-0.00703 , 0.45792  , -0.03917 , -0.00703 , 0.45792  , -0.03917 , -0.06072 , 0.41534  , -0.21638 , -0.10206 , 0.39072  , -0.43626 , -0.11208 , 0.39464  , -0.57584 , -0.09162 , 0.35867  , -0.74073 , -0.13750 , 0.36030  , -0.39941 , -0.19021 , 0.32059  , -0.44462 , -0.20331 , 0.20248  , -0.34984 , -0.13379 , 0.13879  , -0.50082 , -0.09644 , 0.07806  , -0.49074 , -0.05312 , 0.36388  , -0.41567 , -0.01813 , 0.30723  , -0.46005 , 0.03155  , 0.23039  , -0.33868 , -0.04855 , 0.07488  , -0.37163 , -0.08357 , 0.02456  , -0.40938 , -0.05073 , 0.37503  , 0.01534  , -0.10635 , 0.28764  , -0.10659 , -0.06895 , 0.12091  , -0.05001 , -0.06481 , 0.02669  , -0.10264 , 0.04454  , 0.38351  , 0.02045  , 0.04150  , 0.24577  , -0.06090 , 0.02632  , 0.12561  , 0.07225  , 0.00433  , 0.02112  , 0.08845  , -0.00980 , 0.44804  , 0.02881  , 0.01280  , 0.36097  , 0.10823  , 0.03578  , 0.27532  , 0.18908  
-0.01049 , 0.45857  , -0.05776 , -0.01049 , 0.45857  , -0.05776 , -0.06906 , 0.41551  , -0.23330 , -0.10568 , 0.39286  , -0.45423 , -0.11518 , 0.39696  , -0.59384 , -0.09433 , 0.36166  , -0.75883 , -0.14121 , 0.36130  , -0.41844 , -0.19207 , 0.32138  , -0.46555 , -0.19734 , 0.19259  , -0.38499 , -0.13940 , 0.15667  , -0.54942 , -0.10162 , 0.09707  , -0.56369 , -0.05663 , 0.36672  , -0.43302 , -0.02050 , 0.30949  , -0.47570 , 0.02818  , 0.23581  , -0.35200 , -0.04854 , 0.07681  , -0.37474 , -0.08340 , 0.02414  , -0.40930 , -0.05322 , 0.37569  , -0.00248 , -0.11115 , 0.28705  , -0.12243 , -0.07012 , 0.11718  , -0.07930 , -0.06002 , 0.02507  , -0.13478 , 0.04199  , 0.38503  , 0.00215  , 0.03950  , 0.24371  , -0.07284 , 0.02488  , 0.12783  , 0.06412  , 0.00455  , 0.02429  , 0.08713  , -0.01287 , 0.44914  , 0.01030  , 0.00903  , 0.36327  , 0.09120  , 0.03129  , 0.27848  , 0.17315  
-0.01393 , 0.45834  , -0.07566 , -0.01393 , 0.45834  , -0.07566 , -0.07132 , 0.41177  , -0.25070 , -0.11040 , 0.39803  , -0.47193 , -0.11728 , 0.40091  , -0.61173 , -0.09753 , 0.36618  , -0.77697 , -0.14551 , 0.36501  , -0.43706 , -0.19449 , 0.32344  , -0.48472 , -0.18990 , 0.18729  , -0.41728 , -0.14193 , 0.16426  , -0.58714 , -0.11136 , 0.11285  , -0.62722 , -0.06110 , 0.37110  , -0.45235 , -0.02125 , 0.31314  , -0.49048 , 0.02593  , 0.24123  , -0.36514 , -0.04825 , 0.07994  , -0.37804 , -0.08069 , 0.02434  , -0.41030 , -0.05529 , 0.37527  , -0.01962 , -0.10995 , 0.28239  , -0.13788 , -0.06528 , 0.11287  , -0.09705 , -0.05138 , 0.01981  , -0.15007 , 0.03990  , 0.38532  , -0.01632 , 0.03682  , 0.24157  , -0.08650 , 0.02310  , 0.12982  , 0.05394  , 0.00451  , 0.02802  , 0.08485  , -0.01531 , 0.44905  , -0.00755 , 0.00593  , 0.36469  , 0.07510  , 0.02755  , 0.28131  , 0.15865  
-0.01765 , 0.45786  , -0.09281 , -0.01765 , 0.45786  , -0.09281 , -0.07722 , 0.41576  , -0.26825 , -0.11263 , 0.40263  , -0.49014 , -0.11895 , 0.40673  , -0.62994 , -0.10077 , 0.37219  , -0.79540 , -0.14778 , 0.36891  , -0.45599 , -0.19506 , 0.32682  , -0.50492 , -0.18191 , 0.18677  , -0.44732 , -0.13890 , 0.15404  , -0.61692 , -0.11367 , 0.12013  , -0.67521 , -0.06324 , 0.37633  , -0.46992 , -0.02196 , 0.31745  , -0.50502 , 0.02391  , 0.24547  , -0.37925 , -0.04822 , 0.08278  , -0.38302 , -0.08020 , 0.02455  , -0.41079 , -0.05784 , 0.37426  , -0.03671 , -0.10208 , 0.27325  , -0.15263 , -0.06010 , 0.10561  , -0.10226 , -0.04552 , 0.01286  , -0.15562 , 0.03737  , 0.38456  , -0.03492 , 0.03359  , 0.23963  , -0.10262 , 0.02149  , 0.13228  , 0.04136  , 0.00487  , 0.03299  , 0.08046  , -0.01787 , 0.44806  , -0.02476 , 0.00300  , 0.36553  , 0.05982  , 0.02429  , 0.28427  , 0.14551  
-0.02166 , 0.45727  , -0.10942 , -0.02166 , 0.45727  , -0.10942 , -0.08503 , 0.42187  , -0.28501 , -0.11281 , 0.40776  , -0.50792 , -0.12116 , 0.41373  , -0.64754 , -0.10565 , 0.37721  , -0.81285 , -0.14832 , 0.37330  , -0.47489 , -0.19334 , 0.33046  , -0.52527 , -0.17623 , 0.18581  , -0.48182 , -0.13064 , 0.13937  , -0.64750 , -0.11986 , 0.11392  , -0.71398 , -0.06355 , 0.38257  , -0.48604 , -0.02124 , 0.32296  , -0.51857 , 0.02195  , 0.24928  , -0.39283 , -0.04591 , 0.08475  , -0.38948 , -0.08187 , 0.02635  , -0.41140 , -0.06101 , 0.37279  , -0.05405 , -0.09716 , 0.26497  , -0.16660 , -0.05742 , 0.10393  , -0.09670 , -0.04703 , 0.01120  , -0.15108 , 0.03420  , 0.38323  , -0.05330 , 0.03001  , 0.23914  , -0.12271 , 0.01981  , 0.13632  , 0.02468  , 0.00500  , 0.04026  , 0.07177  , -0.02101 , 0.44649  , -0.04152 , -0.00002 , 0.36596  , 0.04494  , 0.02121  , 0.28734  , 0.13307  
-0.02532 , 0.45370  , -0.12783 , -0.02532 , 0.45370  , -0.12783 , -0.09148 , 0.42422  , -0.30348 , -0.11291 , 0.41172  , -0.52719 , -0.12271 , 0.41953  , -0.66663 , -0.10972 , 0.38198  , -0.83192 , -0.14875 , 0.37641  , -0.49546 , -0.19117 , 0.33299  , -0.54757 , -0.16640 , 0.18651  , -0.51543 , -0.12392 , 0.14154  , -0.68233 , -0.11630 , 0.11091  , -0.74704 , -0.06387 , 0.38712  , -0.50419 , -0.02012 , 0.32716  , -0.53408 , 0.01901  , 0.25457  , -0.40640 , -0.04529 , 0.08881  , -0.39784 , -0.07925 , 0.02755  , -0.41454 , -0.06298 , 0.36795  , -0.07324 , -0.10026 , 0.25663  , -0.18195 , -0.05792 , 0.10276  , -0.09870 , -0.04381 , 0.01068  , -0.15333 , 0.03211  , 0.37937  , -0.07374 , 0.02533  , 0.23858  , -0.14946 , 0.01797  , 0.14321  , 0.00302  , 0.00583  , 0.05072  , 0.05746  , -0.02355 , 0.44185  , -0.06013 , -0.00290 , 0.36332  , 0.02823  , 0.01779  , 0.28743  , 0.11885  
-0.02953 , 0.44865  , -0.14727 , -0.02953 , 0.44865  , -0.14727 , -0.09801 , 0.42599  , -0.32305 , -0.11224 , 0.41580  , -0.54745 , -0.12382 , 0.42491  , -0.68667 , -0.11240 , 0.38405  , -0.85129 , -0.14861 , 0.37967  , -0.51725 , -0.18871 , 0.33666  , -0.57149 , -0.15874 , 0.18973  , -0.54664 , -0.11938 , 0.12942  , -0.70942 , -0.10444 , 0.09728  , -0.77209 , -0.06364 , 0.39155  , -0.52319 , -0.01837 , 0.33170  , -0.55097 , 0.01921  , 0.25873  , -0.42304 , -0.04718 , 0.09401  , -0.41102 , -0.08027 , 0.03072  , -0.42016 , -0.06393 , 0.36211  , -0.09179 , -0.10346 , 0.24915  , -0.19799 , -0.06134 , 0.10263  , -0.10230 , -0.04671 , 0.00889  , -0.15390 , 0.03083  , 0.37573  , -0.09445 , 0.02031  , 0.24231  , -0.18212 , 0.01654  , 0.15638  , -0.02400 , 0.00822  , 0.06527  , 0.03339  , -0.02595 , 0.43692  , -0.07962 , -0.00631 , 0.35981  , 0.01020  , 0.01359  , 0.28637  , 0.10300  
-0.03334 , 0.44561  , -0.16690 , -0.03334 , 0.44561  , -0.16690 , -0.10338 , 0.42737  , -0.34258 , -0.11169 , 0.41921  , -0.56736 , -0.12489 , 0.42907  , -0.70638 , -0.11467 , 0.38412  , -0.87002 , -0.14841 , 0.38239  , -0.53846 , -0.18694 , 0.34041  , -0.59462 , -0.15826 , 0.19324  , -0.56972 , -0.11928 , 0.11261  , -0.72355 , -0.11532 , 0.07457  , -0.78455 , -0.06346 , 0.39527  , -0.54207 , -0.01620 , 0.33682  , -0.56951 , 0.01583  , 0.26516  , -0.43934 , -0.04567 , 0.09812  , -0.43843 , -0.08125 , 0.03562  , -0.43515 , -0.06536 , 0.35838  , -0.11107 , -0.11103 , 0.24276  , -0.21180 , -0.06362 , 0.10597  , -0.10485 , -0.04893 , 0.01032  , -0.15279 , 0.02910  , 0.37362  , -0.11524 , 0.01489  , 0.24887  , -0.21441 , 0.01411  , 0.16836  , -0.05342 , 0.00580  , 0.07260  , -0.00418 , -0.02846 , 0.43379  , -0.09935 , -0.00974 , 0.35775  , -0.00842 , 0.00949  , 0.28615  , 0.08593  
