0.00000  , 0.44102  , 0.00000  , 0.00000  , 0.44102  , 0.00000  , -0.16953 , 0.42129  , 0.08350  , -0.31479 , 0.44415  , 0.25390  , -0.37449 , 0.53341  , 0.34372  , -0.43027 , 0.68095  , 0.40714  , -0.26629 , 0.41157  , 0.26506  , -0.26554 , 0.37050  , 0.33371  , -0.17862 , 0.25670  , 0.28272  , -0.21739 , 0.08793  , 0.24150  , -0.24813 , 0.02304  , 0.23624  , -0.33190 , 0.40838  , 0.20955  , -0.39463 , 0.35875  , 0.21151  , -0.32364 , 0.27057  , 0.11008  , -0.29673 , 0.09777  , 0.14325  , -0.29066 , 0.02995  , 0.16664  , 0.05249  , 0.34946  , 0.02476  , -0.03913 , 0.25992  , 0.12062  , 0.09402  , 0.15528  , 0.05960  , 0.09423  , 0.04740  , 0.06458  , 0.00731  , 0.35082  , -0.05968 , -0.10746 , 0.25149  , -0.00906 , -0.01956 , 0.10560  , -0.06730 , -0.05006 , 0.00383  , -0.04793 , 0.05555  , 0.41397  , -0.03016 , 0.14431  , 0.41238  , -0.11090 , 0.21436  , 0.47338  , -0.18687 
-0.00518 , 0.43766  , -0.00513 , -0.00518 , 0.43766  , -0.00513 , -0.17323 , 0.42179  , 0.08210  , -0.31525 , 0.44421  , 0.25527  , -0.37446 , 0.53392  , 0.34498  , -0.43076 , 0.68172  , 0.40730  , -0.26645 , 0.41175  , 0.26549  , -0.26469 , 0.37187  , 0.33481  , -0.17818 , 0.25696  , 0.28565  , -0.21853 , 0.08871  , 0.24387  , -0.24875 , 0.02368  , 0.23738  , -0.33311 , 0.40840  , 0.21125  , -0.39579 , 0.35880  , 0.21491  , -0.32594 , 0.27009  , 0.11315  , -0.29631 , 0.09704  , 0.14248  , -0.29166 , 0.02964  , 0.16736  , 0.04896  , 0.34715  , 0.01991  , -0.04638 , 0.26476  , 0.11851  , 0.08436  , 0.15918  , 0.05402  , 0.08188  , 0.05152  , 0.06226  , 0.00305  , 0.34710  , -0.06414 , -0.11188 , 0.24951  , -0.01060 , -0.02103 , 0.10563  , -0.06928 , -0.05049 , 0.00379  , -0.04868 , 0.05053  , 0.41125  , -0.03555 , 0.13652  , 0.39942  , -0.11841 , 0.20588  , 0.45379  , -0.19986 
-0.01167 , 0.43595  , -0.01183 , -0.01167 , 0.43595  , -0.01183 , -0.17585 , 0.41690  , 0.08188  , -0.31517 , 0.44120  , 0.25698  , -0.37359 , 0.53175  , 0.34636  , -0.43159 , 0.67971  , 0.40672  , -0.26620 , 0.40888  , 0.26680  , -0.26403 , 0.37110  , 0.33728  , -0.17591 , 0.25888  , 0.28489  , -0.22309 , 0.09128  , 0.24789  , -0.25094 , 0.02534  , 0.24014  , -0.33369 , 0.40489  , 0.21365  , -0.39573 , 0.35456  , 0.21808  , -0.32872 , 0.26817  , 0.11249  , -0.29536 , 0.09561  , 0.14066  , -0.29049 , 0.02855  , 0.16641  , 0.04261  , 0.34582  , 0.01426  , -0.05454 , 0.27062  , 0.11676  , 0.07071  , 0.16247  , 0.04593  , 0.06092  , 0.05574  , 0.05923  , -0.00401 , 0.34442  , -0.06940 , -0.11752 , 0.24731  , -0.01209 , -0.02270 , 0.10600  , -0.07073 , -0.05132 , 0.00421  , -0.04874 , 0.04376  , 0.40899  , -0.04227 , 0.12476  , 0.38096  , -0.12626 , 0.19473  , 0.41990  , -0.21564 
-0.01811 , 0.43594  , -0.01754 , -0.01811 , 0.43594  , -0.01754 , -0.17817 , 0.40923  , 0.08128  , -0.31466 , 0.43662  , 0.25814  , -0.37273 , 0.52831  , 0.34659  , -0.43298 , 0.67625  , 0.40474  , -0.26571 , 0.40419  , 0.26765  , -0.26348 , 0.36834  , 0.33914  , -0.17432 , 0.26241  , 0.27642  , -0.23485 , 0.09645  , 0.25454  , -0.25848 , 0.02909  , 0.24514  , -0.33403 , 0.39982  , 0.21560  , -0.39577 , 0.34991  , 0.22554  , -0.33135 , 0.26705  , 0.11559  , -0.29443 , 0.09472  , 0.14056  , -0.28875 , 0.02787  , 0.16669  , 0.03559  , 0.34578  , 0.00963  , -0.06036 , 0.27378  , 0.11550  , 0.05627  , 0.16063  , 0.03807  , 0.03569  , 0.05642  , 0.05760  , -0.01112 , 0.34364  , -0.07396 , -0.12222 , 0.24609  , -0.01279 , -0.02425 , 0.10665  , -0.07075 , -0.05083 , 0.00446  , -0.04807 , 0.03711  , 0.40823  , -0.04769 , 0.11165  , 0.36401  , -0.13070 , 0.18236  , 0.38029  , -0.22627 
-0.02556 , 0.43603  , -0.02244 , -0.02556 , 0.43603  , -0.02244 , -0.18131 , 0.40229  , 0.08103  , -0.31458 , 0.43202  , 0.25995  , -0.37152 , 0.52453  , 0.34827  , -0.43241 , 0.67217  , 0.40654  , -0.26559 , 0.39949  , 0.26894  , -0.26300 , 0.36517  , 0.34116  , -0.17467 , 0.26755  , 0.26518  , -0.24648 , 0.10468  , 0.26603  , -0.26674 , 0.03646  , 0.25513  , -0.33483 , 0.39486  , 0.21814  , -0.39659 , 0.34530  , 0.22961  , -0.33022 , 0.26717  , 0.11739  , -0.29342 , 0.09478  , 0.14213  , -0.28825 , 0.02750  , 0.16723  , 0.02851  , 0.34632  , 0.00549  , -0.06656 , 0.27632  , 0.11348  , 0.03846  , 0.15491  , 0.03206  , 0.00922  , 0.05370  , 0.05586  , -0.01829 , 0.34324  , -0.07801 , -0.12641 , 0.24491  , -0.01289 , -0.02579 , 0.10722  , -0.07050 , -0.05072 , 0.00477  , -0.04714 , 0.02973  , 0.40824  , -0.05240 , 0.09702  , 0.34947  , -0.13251 , 0.16722  , 0.33886  , -0.22925 
-0.03448 , 0.43582  , -0.02649 , -0.03448 , 0.43582  , -0.02649 , -0.18380 , 0.39678  , 0.08432  , -0.31557 , 0.42790  , 0.26412  , -0.37185 , 0.52121  , 0.35202  , -0.43446 , 0.66927  , 0.40732  , -0.26633 , 0.39573  , 0.27303  , -0.26331 , 0.36225  , 0.34562  , -0.17729 , 0.27370  , 0.25695  , -0.25689 , 0.11618  , 0.28006  , -0.27549 , 0.04735  , 0.27008  , -0.33601 , 0.39016  , 0.22293  , -0.39753 , 0.33964  , 0.23092  , -0.32759 , 0.26694  , 0.11722  , -0.29239 , 0.09450  , 0.14385  , -0.28774 , 0.02711  , 0.16879  , 0.02123  , 0.34716  , 0.00154  , -0.07229 , 0.27923  , 0.11217  , 0.01777  , 0.14738  , 0.02908  , -0.01602 , 0.04796  , 0.05435  , -0.02611 , 0.34286  , -0.08161 , -0.13116 , 0.24426  , -0.01201 , -0.02815 , 0.10869  , -0.07041 , -0.05121 , 0.00579  , -0.04709 , 0.02103  , 0.40877  , -0.05670 , 0.08220  , 0.33711  , -0.13102 , 0.14994  , 0.30022  , -0.22295 
-0.04356 , 0.43571  , -0.02945 , -0.04356 , 0.43571  , -0.02945 , -0.18807 , 0.39249  , 0.08609  , -0.31709 , 0.42449  , 0.26772  , -0.37241 , 0.51825  , 0.35575  , -0.43608 , 0.66683  , 0.40836  , -0.26752 , 0.39269  , 0.27612  , -0.26317 , 0.35876  , 0.34843  , -0.17731 , 0.27954  , 0.25119  , -0.26274 , 0.12915  , 0.29323  , -0.27959 , 0.05952  , 0.28599  , -0.33796 , 0.38625  , 0.22721  , -0.39965 , 0.33655  , 0.23848  , -0.33606 , 0.26448  , 0.12073  , -0.29199 , 0.09373  , 0.14499  , -0.28565 , 0.02615  , 0.16899  , 0.01444  , 0.34812  , -0.00273 , -0.07597 , 0.27997  , 0.11032  , -0.00229 , 0.13749  , 0.02865  , -0.04038 , 0.03972  , 0.05425  , -0.03442 , 0.34304  , -0.08495 , -0.13652 , 0.24403  , -0.01164 , -0.03109 , 0.11055  , -0.07053 , -0.05046 , 0.00680  , -0.04761 , 0.01188  , 0.40983  , -0.06080 , 0.06866  , 0.32732  , -0.12689 , 0.13248  , 0.26790  , -0.20934 
-0.05185 , 0.43562  , -0.03148 , -0.05185 , 0.43562  , -0.03148 , -0.19336 , 0.38936  , 0.08657  , -0.31882 , 0.42129  , 0.27069  , -0.37233 , 0.51466  , 0.36024  , -0.43451 , 0.66297  , 0.41535  , -0.26892 , 0.38979  , 0.27817  , -0.26315 , 0.35548  , 0.35021  , -0.17518 , 0.28561  , 0.24782  , -0.26497 , 0.14258  , 0.30408  , -0.28071 , 0.07250  , 0.29901  , -0.34031 , 0.38280  , 0.23074  , -0.40225 , 0.33398  , 0.24426  , -0.34191 , 0.26319  , 0.12405  , -0.29235 , 0.09355  , 0.14529  , -0.28463 , 0.02585  , 0.16855  , 0.00853  , 0.34896  , -0.00707 , -0.07846 , 0.27860  , 0.10731  , -0.02123 , 0.12648  , 0.02994  , -0.06376 , 0.03057  , 0.05552  , -0.04253 , 0.34354  , -0.08792 , -0.14118 , 0.24246  , -0.01275 , -0.03265 , 0.11105  , -0.07067 , -0.05069 , 0.00728  , -0.04677 , 0.00316  , 0.41102  , -0.06457 , 0.05538  , 0.31948  , -0.12196 , 0.11323  , 0.24139  , -0.19236 
-0.05944 , 0.43594  , -0.03294 , -0.05944 , 0.43594  , -0.03294 , -0.19904 , 0.38757  , 0.08653  , -0.32064 , 0.41837  , 0.27341  , -0.37391 , 0.51124  , 0.36362  , -0.43493 , 0.65965  , 0.41976  , -0.27043 , 0.38710  , 0.27973  , -0.26338 , 0.35303  , 0.35176  , -0.17195 , 0.29145  , 0.24711  , -0.26428 , 0.15372  , 0.31185  , -0.28220 , 0.08413  , 0.30748  , -0.34280 , 0.37989  , 0.23383  , -0.40472 , 0.33120  , 0.24788  , -0.34094 , 0.26381  , 0.12749  , -0.29274 , 0.09348  , 0.14622  , -0.28462 , 0.02580  , 0.16941  , 0.00258  , 0.34974  , -0.01115 , -0.08050 , 0.27528  , 0.10354  , -0.03924 , 0.11537  , 0.03195  , -0.08569 , 0.02111  , 0.05689  , -0.05078 , 0.34449  , -0.09051 , -0.14606 , 0.24083  , -0.01452 , -0.03423 , 0.11143  , -0.07062 , -0.05151 , 0.00777  , -0.04573 , -0.00516 , 0.41227  , -0.06787 , 0.04313  , 0.31352  , -0.11601 , 0.09410  , 0.22097  , -0.17289 
-0.06666 , 0.43557  , -0.03321 , -0.06666 , 0.43557  , -0.03321 , -0.20586 , 0.38775  , 0.08695  , -0.32366 , 0.41728  , 0.27645  , -0.37741 , 0.50950  , 0.36704  , -0.43916 , 0.65822  , 0.42153  , -0.27314 , 0.38629  , 0.28161  , -0.26437 , 0.35247  , 0.35358  , -0.17060 , 0.29759  , 0.24728  , -0.26144 , 0.16166  , 0.31767  , -0.28199 , 0.09283  , 0.31269  , -0.34642 , 0.37877  , 0.23723  , -0.40795 , 0.32980  , 0.25198  , -0.34655 , 0.26233  , 0.13040  , -0.29343 , 0.09322  , 0.14659  , -0.28476 , 0.02542  , 0.16923  , -0.00304 , 0.34971  , -0.01502 , -0.08141 , 0.27024  , 0.09962  , -0.05504 , 0.10480  , 0.03377  , -0.10640 , 0.01313  , 0.05871  , -0.05917 , 0.34511  , -0.09248 , -0.15246 , 0.24011  , -0.01585 , -0.03744 , 0.11287  , -0.07045 , -0.05158 , 0.00875  , -0.04548 , -0.01344 , 0.41301  , -0.07044 , 0.03135  , 0.30879  , -0.10956 , 0.07581  , 0.20601  , -0.15269 
